season,id,name,description,home_team,away_team,1st_inning_score,2nd_inning_score,result
2013,598008,Royal Challengers Bangalore v Kolkata Knight Riders,"12th match (D/N), Indian Premier League at Bengaluru, Apr 11 2013",RCB,KKR,154/8,158/2,RCB won by 8 wickets (with 15 balls remaining)
2013,598009,Pune Warriors v Rajasthan Royals,"13th match (N), Indian Premier League at Pune, Apr 11 2013",PWI,RR,145/5,148/3,Warriors won by 7 wickets (with 8 balls remaining)
2013,598010,Delhi Daredevils v Sunrisers Hyderabad,"14th match (N), Indian Premier League at Delhi, Apr 12 2013",DC,SRH,114/8,115/7,Sunrisers won by 3 wickets (with 4 balls remaining)
2013,598011,Mumbai Indians v Pune Warriors,"15th match (D/N), Indian Premier League at Mumbai, Apr 13 2013",MI,PWI,183/3,142/8,Mum Indians won by 41 runs
2013,598012,Chennai Super Kings v Royal Challengers Bangalore,"16th match (N), Indian Premier League at Chennai, Apr 13 2013",CSK,RCB,165/6,166/6,Super Kings won by 4 wickets (with 1 ball remaining)
2013,598013,Kolkata Knight Riders v Sunrisers Hyderabad,"17th match (D/N), Indian Premier League at Kolkata, Apr 14 2013",KKR,SRH,180/4,132/7,KKR won by 48 runs
2013,598014,Rajasthan Royals v Kings XI Punjab,"18th match (N), Indian Premier League at Jaipur, Apr 14 2013",RR,KXIP,124,126/4,Royals won by 6 wickets (with 4 balls remaining)
2013,598015,Chennai Super Kings v Pune Warriors,"19th match (N), Indian Premier League at Chennai, Apr 15 2013",CSK,PWI,159/5,135/8,Warriors won by 24 runs
2013,598016,Kings XI Punjab v Kolkata Knight Riders,"20th match (D/N), Indian Premier League at Mohali, Apr 16 2013",KXIP,KKR,157/9,153/9,Kings XI won by 4 runs
2013,598017,Royal Challengers Bangalore v Delhi Daredevils,"21st match (N), Indian Premier League at Bengaluru, Apr 16 2013",RCB,DC,152/5,152/7,Match tied (Royal Challengers Bangalore won the one-over eliminator)
2013,598018,Pune Warriors v Sunrisers Hyderabad,"22nd match (D/N), Indian Premier League at Pune, Apr 17 2013",PWI,SRH,119/8,108,Sunrisers won by 11 runs
2013,598019,Rajasthan Royals v Mumbai Indians,"23rd match (N), Indian Premier League at Jaipur, Apr 17 2013",RR,MI,179/3,92,Royals won by 87 runs
2013,598020,Delhi Daredevils v Chennai Super Kings,"24th match (N), Indian Premier League at Delhi, Apr 18 2013",DC,CSK,169/4,83,Super Kings won by 86 runs
2013,598021,Sunrisers Hyderabad v Kings XI Punjab,"25th match (N), Indian Premier League at Hyderabad (Deccan), Apr 19 2013",SRH,KXIP,123/9,127/5,Sunrisers won by 5 wickets (with 7 balls remaining)
2013,598022,Kolkata Knight Riders v Chennai Super Kings,"26th match (D/N), Indian Premier League at Kolkata, Apr 20 2013",KKR,CSK,119/9,124/6,Super Kings won by 4 wickets (with 5 balls remaining)
2013,598023,Royal Challengers Bangalore v Rajasthan Royals,"27th match (N), Indian Premier League at Bengaluru, Apr 20 2013",RCB,RR,117,123/3,RCB won by 7 wickets (with 13 balls remaining)
2013,598024,Delhi Daredevils v Mumbai Indians,"28th match (D/N), Indian Premier League at Delhi, Apr 21 2013",DC,MI,161/4,165/1,Daredevils won by 9 wickets (with 18 balls remaining)
2013,598025,Kings XI Punjab v Pune Warriors,"29th match (N), Indian Premier League at Mohali, Apr 21 2013",KXIP,PWI,185/4,186/3,Kings XI won by 7 wickets (with 1 ball remaining)
2013,598026,Chennai Super Kings v Rajasthan Royals,"30th match (N), Indian Premier League at Chennai, Apr 22 2013",CSK,RR,185/4,186/5,Super Kings won by 5 wickets (with 1 ball remaining)
2013,598027,Royal Challengers Bangalore v Pune Warriors,"31st match (D/N), Indian Premier League at Bengaluru, Apr 23 2013",RCB,PWI,263/5,133/9,RCB won by 130 runs
2013,598059,Delhi Daredevils v Kings XI Punjab,"32nd match (N), Indian Premier League at Delhi, Apr 23 2013",DC,KXIP,120/7,121/5,Kings XI won by 5 wickets (with 18 balls remaining)
2013,598029,Kolkata Knight Riders v Mumbai Indians,"33rd match (N), Indian Premier League at Kolkata, Apr 24 2013",KKR,MI,159/6,162/5,Mum Indians won by 5 wickets (with 1 ball remaining)
2013,598030,Chennai Super Kings v Sunrisers Hyderabad,"34th match (N), Indian Premier League at Chennai, Apr 25 2013",CSK,SRH,159/6,160/5,Super Kings won by 5 wickets (with 2 balls remaining)
2013,598031,Kolkata Knight Riders v Kings XI Punjab,"35th match (N), Indian Premier League at Kolkata, Apr 26 2013",KKR,KXIP,149/6,150/4,KKR won by 6 wickets (with 10 balls remaining)
2013,598032,Rajasthan Royals v Sunrisers Hyderabad,"36th match (D/N), Indian Premier League at Jaipur, Apr 27 2013",RR,SRH,144/9,146/2,Royals won by 8 wickets (with 13 balls remaining)
2013,598033,Mumbai Indians v Royal Challengers Bangalore,"37th match (N), Indian Premier League at Mumbai, Apr 27 2013",MI,RCB,194/7,136/7,Mum Indians won by 58 runs
2013,598034,Chennai Super Kings v Kolkata Knight Riders,"38th match (D/N), Indian Premier League at Chennai, Apr 28 2013",CSK,KKR,200/3,186/4,Super Kings won by 14 runs
2013,598035,Delhi Daredevils v Pune Warriors,"39th match (N), Indian Premier League at Raipur, Apr 28 2013",DC,PWI,164/5,149/4,Daredevils won by 15 runs
2013,598036,Rajasthan Royals v Royal Challengers Bangalore,"40th match (D/N), Indian Premier League at Jaipur, Apr 29 2013",RR,RCB,171/6,173/6,Royals won by 4 wickets (with 1 ball remaining)
2013,598037,Mumbai Indians v Kings XI Punjab,"41st match (N), Indian Premier League at Mumbai, Apr 29 2013",MI,KXIP,174/3,170,Mum Indians won by 4 runs
2013,598038,Pune Warriors v Chennai Super Kings,"42nd match (N), Indian Premier League at Pune, Apr 30 2013",PWI,CSK,164/3,127/9,Super Kings won by 37 runs
2013,598039,Sunrisers Hyderabad v Mumbai Indians,"43rd match (D/N), Indian Premier League at Hyderabad (Deccan), May 1 2013",SRH,MI,129/4,130/3,Sunrisers won by 7 wickets (with 12 balls remaining)
2013,598040,Delhi Daredevils v Kolkata Knight Riders,"44th match (N), Indian Premier League at Raipur, May 1 2013",DC,KKR,136/7,137/3,Daredevils won by 7 wickets (with 13 balls remaining)
2013,598041,Chennai Super Kings v Kings XI Punjab,"45th match (D/N), Indian Premier League at Chennai, May 2 2013",CSK,KXIP,186/4,171/6,Super Kings won by 15 runs
2013,598042,Pune Warriors v Royal Challengers Bangalore,"46th match (N), Indian Premier League at Pune, May 2 2013",PWI,RCB,187/3,170/9,RCB won by 17 runs
2013,598043,Kolkata Knight Riders v Rajasthan Royals,"47th match (N), Indian Premier League at Kolkata, May 3 2013",KKR,RR,132/6,133/2,KKR won by 8 wickets (with 16 balls remaining)
2013,598044,Sunrisers Hyderabad v Delhi Daredevils,"48th match (N), Indian Premier League at Hyderabad (Deccan), May 4 2013",SRH,DC,80,81/4,Sunrisers won by 6 wickets (with 37 balls remaining)
2013,598046,Mumbai Indians v Chennai Super Kings,"49th match (D/N), Indian Premier League at Mumbai, May 5 2013",MI,CSK,139/5,79,Mum Indians won by 60 runs
2013,598047,Rajasthan Royals v Pune Warriors,"50th match (N), Indian Premier League at Jaipur, May 5 2013",RR,PWI,178/4,182/5,Royals won by 5 wickets (with 1 ball remaining)
2013,598064,Kings XI Punjab v Royal Challengers Bangalore,"51st match (N), Indian Premier League at Mohali, May 6 2013",KXIP,RCB,190/3,194/4,Kings XI won by 6 wickets (with 12 balls remaining)
2013,598049,Rajasthan Royals v Delhi Daredevils,"52nd match (D/N), Indian Premier League at Jaipur, May 7 2013",RR,DC,154/4,155/1,Royals won by 9 wickets (with 13 balls remaining)
2013,598050,Mumbai Indians v Kolkata Knight Riders,"53rd match (N), Indian Premier League at Mumbai, May 7 2013",MI,KKR,170/6,105,Mum Indians won by 65 runs
2013,598051,Sunrisers Hyderabad v Chennai Super Kings,"54th match (N), Indian Premier League at Hyderabad (Deccan), May 8 2013",SRH,CSK,223/3,146/8,Super Kings won by 77 runs
2013,598052,Kings XI Punjab v Rajasthan Royals,"55th match (D/N), Indian Premier League at Mohali, May 9 2013",KXIP,RR,145/6,147/2,Royals won by 8 wickets (with 6 balls remaining)
2013,598053,Pune Warriors v Kolkata Knight Riders,"56th match (N), Indian Premier League at Pune, May 9 2013",PWI,KKR,152/6,106,KKR won by 46 runs
2013,598054,Delhi Daredevils v Royal Challengers Bangalore,"57th match (N), Indian Premier League at Delhi, May 10 2013",DC,RCB,183/4,179/7,RCB won by 4 runs
2013,598055,Pune Warriors v Mumbai Indians,"58th match (D/N), Indian Premier League at Pune, May 11 2013",PWI,MI,112/8,116/5,Mum Indians won by 5 wickets (with 7 balls remaining)
2013,598056,Kings XI Punjab v Sunrisers Hyderabad,"59th match (N), Indian Premier League at Mohali, May 11 2013",KXIP,SRH,150/7,120/9,Sunrisers won by 30 runs
2013,598057,Kolkata Knight Riders v Royal Challengers Bangalore,"60th match (D/N), Indian Premier League at Ranchi, May 12 2013",KKR,RCB,115/9,116/5,KKR won by 5 wickets (with 4 balls remaining)
2013,598058,Rajasthan Royals v Chennai Super Kings,"61st match (N), Indian Premier League at Jaipur, May 12 2013",RR,CSK,141/4,144/5,Royals won by 5 wickets (with 17 balls remaining)
2013,598060,Mumbai Indians v Sunrisers Hyderabad,"62nd match (N), Indian Premier League at Mumbai, May 13 2013",MI,SRH,178/3,184/3,Mum Indians won by 7 wickets (with 3 balls remaining)
2013,598045,Royal Challengers Bangalore v Kings XI Punjab,"63rd match (D/N), Indian Premier League at Bengaluru, May 14 2013",RCB,KXIP,174/5,176/3,Kings XI won by 7 wickets (with 11 balls remaining)
2013,598062,Chennai Super Kings v Delhi Daredevils,"64th match (N), Indian Premier League at Chennai, May 14 2013",CSK,DC,168/4,135/9,Super Kings won by 33 runs
2013,598061,Kolkata Knight Riders v Pune Warriors,"65th match (D/N), Indian Premier League at Ranchi, May 15 2013",KKR,PWI,170/4,163/7,Warriors won by 7 runs
2013,598063,Mumbai Indians v Rajasthan Royals,"66th match (N), Indian Premier League at Mumbai, May 15 2013",MI,RR,166/8,152/7,Mum Indians won by 14 runs
2013,598028,Kings XI Punjab v Delhi Daredevils,"67th match (N), Indian Premier League at Dharamsala, May 16 2013",KXIP,DC,171/4,164/7,Kings XI won by 7 runs
2013,598065,Sunrisers Hyderabad v Rajasthan Royals,"68th match (N), Indian Premier League at Hyderabad (Deccan), May 17 2013",SRH,RR,136/9,113/9,Sunrisers won by 23 runs
2013,598066,Kings XI Punjab v Mumbai Indians,"69th match (D/N), Indian Premier League at Dharamsala, May 18 2013",KXIP,MI,183/8,133,Kings XI won by 50 runs
2013,598068,Royal Challengers Bangalore v Chennai Super Kings,"70th match (N), Indian Premier League at Bengaluru, May 18 2013",RCB,CSK,106/2,82/6,RCB won by 24 runs
2013,598067,Pune Warriors v Delhi Daredevils,"71st match (D/N), Indian Premier League at Pune, May 19 2013",PWI,DC,172/5,134/9,Warriors won by 38 runs
2013,598069,Sunrisers Hyderabad v Kolkata Knight Riders,"72nd match (N), Indian Premier League at Hyderabad (Deccan), May 19 2013",SRH,KKR,130/7,132/5,Sunrisers won by 5 wickets (with 7 balls remaining)
2013,598070,Chennai Super Kings v Mumbai Indians,"Qualifier 1 (N), Indian Premier League at Delhi, May 21 2013",CSK,MI,192/1,144,Super Kings won by 48 runs
2013,598071,Rajasthan Royals v Sunrisers Hyderabad,"Eliminator (N), Indian Premier League at Delhi, May 22 2013",RR,SRH,132/7,135/6,Royals won by 4 wickets (with 4 balls remaining)
2013,598072,Mumbai Indians v Rajasthan Royals,"Qualifier 2 (N), Indian Premier League at Kolkata, May 24 2013",MI,RR,165/6,169/6,Mum Indians won by 4 wickets (with 1 ball remaining)
2013,598073,Chennai Super Kings v Mumbai Indians,"Final (N), Indian Premier League at Kolkata, May 26 2013",CSK,MI,148/9,125/9,Mum Indians won by 23 runs
2012,548306,Chennai Super Kings v Mumbai Indians,"1st match (N), Indian Premier League at Chennai, Apr 4 2012",CSK,MI,112,115/2,Mum Indians won by 8 wickets (with 19 balls remaining)
2012,548307,Kolkata Knight Riders v Delhi Daredevils,"2nd match (N), Indian Premier League at Kolkata, Apr 5 2012",KKR,DC,97/9,100/2,Daredevils won by 8 wickets (with 5 balls remaining)
2012,548308,Mumbai Indians v Pune Warriors,"3rd match (D/N), Indian Premier League at Mumbai, Apr 6 2012",MI,PWI,129/9,101/9,Warriors won by 28 runs
2012,548309,Rajasthan Royals v Kings XI Punjab,"4th match (N), Indian Premier League at Jaipur, Apr 6 2012",RR,KXIP,191/4,160/9,Royals won by 31 runs
2012,548310,Royal Challengers Bangalore v Delhi Daredevils,"5th match (D/N), Indian Premier League at Bengaluru, Apr 7 2012",RCB,DC,157/8,137/7,RCB won by 20 runs
2012,548311,Deccan Chargers v Chennai Super Kings,"6th match (N), Indian Premier League at Visakhapatnam, Apr 7 2012",SRH,CSK,193/6,119,Super Kings won by 74 runs
2012,548312,Rajasthan Royals v Kolkata Knight Riders,"7th match (D/N), Indian Premier League at Jaipur, Apr 8 2012",RR,KKR,164/5,142,Royals won by 22 runs
2012,548313,Pune Warriors v Kings XI Punjab,"8th match (N), Indian Premier League at Pune, Apr 8 2012",PWI,KXIP,166/6,144/8,Warriors won by 22 runs
2012,548314,Deccan Chargers v Mumbai Indians,"9th match (N), Indian Premier League at Visakhapatnam, Apr 9 2012",SRH,MI,138/9,142/5,Mum Indians won by 5 wickets (with 0 balls remaining)
2012,548315,Royal Challengers Bangalore v Kolkata Knight Riders,"10th match (D/N), Indian Premier League at Bengaluru, Apr 10 2012",RCB,KKR,165/8,123/9,KKR won by 42 runs
2012,548316,Delhi Daredevils v Chennai Super Kings,"11th match (N), Indian Premier League at Delhi, Apr 10 2012",DC,CSK,110/8,111/2,Daredevils won by 8 wickets (with 40 balls remaining)
2012,548317,Mumbai Indians v Rajasthan Royals,"12th match (N), Indian Premier League at Mumbai, Apr 11 2012",MI,RR,197/6,170,Mum Indians won by 27 runs
2012,548318,Chennai Super Kings v Royal Challengers Bangalore,"13th match (D/N), Indian Premier League at Chennai, Apr 12 2012",CSK,RCB,205/8,208/5,Super Kings won by 5 wickets (with 0 balls remaining)
2012,548319,Kings XI Punjab v Pune Warriors,"14th match (N), Indian Premier League at Mohali, Apr 12 2012",KXIP,PWI,115,116/3,Kings XI won by 7 wickets (with 14 balls remaining)
2012,548320,Kolkata Knight Riders v Rajasthan Royals,"15th match (N), Indian Premier League at Kolkata, Apr 13 2012",KKR,RR,131/5,137/5,KKR won by 5 wickets (with 4 balls remaining)
2012,548322,Pune Warriors v Chennai Super Kings,"16th match (N), Indian Premier League at Pune, Apr 14 2012",PWI,CSK,155/5,156/3,Warriors won by 7 wickets (with 4 balls remaining)
2012,548323,Kolkata Knight Riders v Kings XI Punjab,"17th match (D/N), Indian Premier League at Kolkata, Apr 15 2012",KKR,KXIP,134/9,132/7,Kings XI won by 2 runs
2012,548324,Royal Challengers Bangalore v Rajasthan Royals,"18th match (N), Indian Premier League at Bengaluru, Apr 15 2012",RCB,RR,195/2,136,Royals won by 59 runs
2012,548325,Mumbai Indians v Delhi Daredevils,"19th match (N), Indian Premier League at Mumbai, Apr 16 2012",MI,DC,92,93/3,Daredevils won by 7 wickets (with 31 balls remaining)
2012,548326,Rajasthan Royals v Deccan Chargers,"20th match (D/N), Indian Premier League at Jaipur, Apr 17 2012",RR,SRH,196/2,197/5,Royals won by 5 wickets (with 2 balls remaining)
2012,548327,Royal Challengers Bangalore v Pune Warriors,"21st match (N), Indian Premier League at Bengaluru, Apr 17 2012",RCB,PWI,182/6,186/4,RCB won by 6 wickets (with 0 balls remaining)
2012,548328,Kings XI Punjab v Kolkata Knight Riders,"22nd match (N), Indian Premier League at Mohali, Apr 18 2012",KXIP,KKR,124/7,127/2,KKR won by 8 wickets (with 21 balls remaining)
2012,548321,Delhi Daredevils v Deccan Chargers,"23rd match (D/N), Indian Premier League at Delhi, Apr 19 2012",DC,SRH,157/8,162/5,Daredevils won by 5 wickets (with 5 balls remaining)
2012,548330,Chennai Super Kings v Pune Warriors,"24th match (N), Indian Premier League at Chennai, Apr 19 2012",CSK,PWI,164/5,151/7,Super Kings won by 13 runs
2012,548331,Kings XI Punjab v Royal Challengers Bangalore,"25th match (N), Indian Premier League at Mohali, Apr 20 2012",KXIP,RCB,163/6,166/5,RCB won by 5 wickets (with 3 balls remaining)
2012,548332,Chennai Super Kings v Rajasthan Royals,"26th match (D/N), Indian Premier League at Chennai, Apr 21 2012",CSK,RR,146/4,147/3,Super Kings won by 7 wickets (with 0 balls remaining)
2012,548333,Delhi Daredevils v Pune Warriors,"27th match (N), Indian Premier League at Delhi, Apr 21 2012",DC,PWI,192/3,172/7,Warriors won by 20 runs
2012,548334,Mumbai Indians v Kings XI Punjab,"28th match (D/N), Indian Premier League at Mumbai, Apr 22 2012",MI,KXIP,163/6,164/4,Kings XI won by 6 wickets (with 3 balls remaining)
2012,548335,Deccan Chargers v Kolkata Knight Riders,"29th match (N), Indian Premier League at Cuttack, Apr 22 2012",SRH,KKR,126/7,127/5,KKR won by 5 wickets (with 6 balls remaining)
2012,548336,Rajasthan Royals v Royal Challengers Bangalore,"30th match (N), Indian Premier League at Jaipur, Apr 23 2012",RR,RCB,189/3,143/7,RCB won by 46 runs
2012,548337,Pune Warriors v Delhi Daredevils,"31st match (D/N), Indian Premier League at Pune, Apr 24 2012",PWI,DC,146/2,148/2,Daredevils won by 8 wickets (with 24 balls remaining)
,,,,,,,,
2012,548339,Kings XI Punjab v Mumbai Indians,"33rd match (D/N), Indian Premier League at Mohali, Apr 25 2012",KXIP,MI,168/3,171/6,Mum Indians won by 4 wickets (with 1 ball remaining)
,,,,,,,,
2012,548341,Pune Warriors v Deccan Chargers,"35th match (N), Indian Premier League at Pune, Apr 26 2012",PWI,SRH,177/4,159/7,Chargers won by 18 runs
2012,548342,Delhi Daredevils v Mumbai Indians,"36th match (N), Indian Premier League at Delhi, Apr 27 2012",DC,MI,207/5,170/9,Daredevils won by 37 runs
2012,548343,Chennai Super Kings v Kings XI Punjab,"37th match (D/N), Indian Premier League at Chennai, Apr 28 2012",CSK,KXIP,156/8,149/8,Kings XI won by 7 runs
2012,548344,Kolkata Knight Riders v Royal Challengers Bangalore,"38th match (N), Indian Premier League at Kolkata, Apr 28 2012",KKR,RCB,190/4,143/6,KKR won by 47 runs
2012,548345,Delhi Daredevils v Rajasthan Royals,"39th match (D/N), Indian Premier League at Delhi, Apr 29 2012",DC,RR,152/6,151/3,Daredevils won by 1 run
2012,548346,Mumbai Indians v Deccan Chargers,"40th match (N), Indian Premier League at Mumbai, Apr 29 2012",MI,SRH,100,101/5,Mum Indians won by 5 wickets (with 11 balls remaining)
2012,548347,Chennai Super Kings v Kolkata Knight Riders,"41st match (N), Indian Premier League at Chennai, Apr 30 2012",CSK,KKR,139/5,140/5,KKR won by 5 wickets (with 2 balls remaining)
2012,548348,Deccan Chargers v Pune Warriors,"42nd match (D/N), Indian Premier League at Cuttack, May 1 2012",SRH,PWI,186/4,173/5,Chargers won by 13 runs
2012,548349,Rajasthan Royals v Delhi Daredevils,"43rd match (N), Indian Premier League at Jaipur, May 1 2012",RR,DC,141/6,144/4,Daredevils won by 6 wickets (with 28 balls remaining)
2012,548350,Royal Challengers Bangalore v Kings XI Punjab,"44th match (N), Indian Premier League at Bengaluru, May 2 2012",RCB,KXIP,158/5,163/6,Kings XI won by 4 wickets (with 1 ball remaining)
2012,548351,Pune Warriors v Mumbai Indians,"45th match (N), Indian Premier League at Pune, May 3 2012",PWI,MI,120/9,119/6,Mum Indians won by 1 run
2012,548352,Chennai Super Kings v Deccan Chargers,"46th match (N), Indian Premier League at Chennai, May 4 2012",CSK,SRH,160/6,150/5,Super Kings won by 10 runs
